symbol,company_name,security_id,exchange_segment,instrument,instrument_type,series,lot_size,listing_date,status,latest_date,latest_close,history_rows,avg_volume_50d,avg_traded_value_50d,liquidity_pass,risk_tier,liquidity_reason
MTNL,Mahanagar Telephone Nigam,2294,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,28.58,1238,1987393,56606558,True,HIGH,PASS
MUFIN,Mufin Green Finance,19783,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,116.13,627,2170276,243560340,True,MEDIUM,PASS
MUFTI,Credo Brands Marketing (Mufti),20878,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,76.77,591,177845,13577225,True,HIGH,PASS
MUKANDLTD,Mukand,11325,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,148.95,1238,292180,40375143,True,HIGH,PASS
MUNJALAU,Munjal Auto Industries,13511,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,87.22,1238,228969,19624234,True,HIGH,PASS
MUTHOOTMF,Muthoot Microfin,20831,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,177.46,592,836921,158531819,True,MEDIUM,PASS
MVGJL,Manoj Vaibhav Gems,19015,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,155.5,649,76079,11979797,True,HIGH,PASS
MWL,Mangalam Worldwide,759169,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,365.7,893,86029,25489576,True,HIGH,PASS
NACLIND,NACL Industries,20425,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,161.11,1239,639612,96544779,True,HIGH,PASS
NARMADA,Narmada Agrobase,11627,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,34.92,961,291918,10125054,True,HIGH,PASS
NAVKARCORP,Navkar Corporation,10557,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,94.49,1238,699579,69456618,True,HIGH,PASS
NAVNETEDUL,Navneet Education,2385,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,141.14,1238,185473,26046643,True,HIGH,PASS
NAZARA,Nazara Technologies,2987,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,298.95,1239,3597067,973306035,True,LOW,PASS
NCLIND,NCL Industries,14490,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,166.13,1238,106906,18446084,True,HIGH,PASS
NDTV,New Delhi Television (NDTV),11427,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,74.47,1239,320942,24301664,True,HIGH,PASS
NELCAST,Nelcast,14761,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,140.59,1238,285422,38037106,True,HIGH,PASS
NELCO,NELCO,2388,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,657.8,1238,260357,175956691,True,MEDIUM,PASS
NEOGEN,Neogen Chemicals,9917,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,1691.1,1238,102339,152692323,True,MEDIUM,PASS
NESCO,Nesco,15409,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,1238.7,1238,53993,61538599,True,HIGH,PASS
NETWORK18,Network18 Media & Investments,14111,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,31.4,1238,4297349,139094306,True,MEDIUM,PASS
NFL,National Fertilizers,13925,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,73.41,1238,2786238,209127870,True,MEDIUM,PASS
NIBE,NIBE,29487,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,1063.2,311,77410,78522936,True,HIGH,PASS
NIITLTD,NIIT,11522,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,61.8,1238,727265,46562782,True,HIGH,PASS
NIITMTS,NIIT Learning Systems,17747,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,239.0,686,201498,56619094,True,HIGH,PASS
NITCO,Nitco,13300,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,98.72,1238,1035664,92953497,True,HIGH,PASS
NITINSPIN,Nitin Spinners,13175,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,494.95,1238,206520,90642957,True,HIGH,PASS
NOCIL,NOCIL,2442,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,161.66,1238,4840612,783867291,True,LOW,PASS
NORTHARC,Northern Arc Capital,25426,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,273.65,406,688477,183908779,True,MEDIUM,PASS
NRBBEARING,NRB Bearings,7553,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,355.45,1238,495742,152363161,True,MEDIUM,PASS
OBSCP,OBSC Perfection,25923,NSE_EQ,EQUITY,ES,SM,400,,ACTIVE,2026-05-18,369.2,380,52016,17612466,True,HIGH,PASS
OMAXAUTO,Omax Autos,14125,NSE_EQ,EQUITY,ES,BE,1,,ACTIVE,2026-05-18,199.43,1238,230152,42153642,True,HIGH,PASS
OMAXE,Omaxe,14853,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,75.16,1238,207880,15946058,True,HIGH,PASS
OMINFRAL,Om Infra,24231,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,87.29,1238,135244,11831659,True,HIGH,PASS
ONEPOINT,One Point One Solutions,9939,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,60.12,1238,1389297,72235422,True,HIGH,PASS
ONMOBILE,OnMobile Global,15278,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,53.3,1238,334607,16750912,True,HIGH,PASS
ONWARDTEC,Onward Technologies,2481,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,250.96,1238,110953,28135767,True,HIGH,PASS
OPTIEMUS,Optiemus Infracom,21469,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,415.1,1238,223412,82130301,True,HIGH,PASS
ORCHPHARMA,Orchid Pharma,926,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,713.05,1238,96998,54940100,True,HIGH,PASS
ORIANA,Oriana Power,17882,NSE_EQ,EQUITY,ES,SM,75,,ACTIVE,2026-05-18,1810.0,683,63696,119513979,True,HIGH,PASS
ORIENTCEM,Orient Cement,30089,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,134.98,1238,437048,60706898,True,HIGH,PASS
ORIENTELEC,Orient Electric,2972,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,190.11,1238,440436,79332961,True,HIGH,PASS
ORIENTHOT,Oriental Hotels,2493,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,97.57,1238,290385,27356359,True,HIGH,PASS
ORIENTTECH,Orient Technologies,24961,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,265.05,426,396884,110665025,True,MEDIUM,PASS
ORKLAINDIA,Orkla,759569,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,629.45,130,142048,83003565,True,HIGH,PASS
OSWALPUMPS,Oswal Pumps,756802,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,370.7,223,968168,344425778,True,MEDIUM,PASS
PACEDIGITK,Pace Digitek,759342,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,176.11,151,1465235,248626705,True,MEDIUM,PASS
PAISALO,Paisalo Digital,25468,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,46.48,1238,10611188,453638277,True,MEDIUM,PASS
PAKKA,Pakka,17197,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,91.36,706,167337,14985249,True,HIGH,PASS
PANACEABIO,Panacea Biotec,4055,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,406.5,1238,150032,53223365,True,HIGH,PASS
PARACABLES,Paramount Communications,13951,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,54.53,1238,2574049,126603074,True,MEDIUM,PASS
PARAGMILK,Parag Milk Foods,17130,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,213.31,1238,893054,186846899,True,MEDIUM,PASS
PARAS,Paras Defence Space Tech,5911,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,743.55,1145,2600991,1911899404,True,LOW,PASS
PARKHOTELS,Apeejay Surrendra Park Hotels,22649,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,119.53,559,409515,46875857,True,HIGH,PASS
PATELENG,Patel Engineering,11699,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,25.65,1239,6019745,157388447,True,MEDIUM,PASS
PATELRMART,Patel Retail,759439,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,198.9,178,115626,21655854,True,HIGH,PASS
PDMJEPAPER,Pudumjee Paper Products,15377,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,77.92,1238,142791,11270700,True,HIGH,PASS
PDSL,PDS,5264,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,297.05,1238,401406,115610700,True,MEDIUM,PASS
PENIND,Pennar Industries,20621,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,152.25,1238,759902,115790335,True,MEDIUM,PASS
PFOCUS,Prime Focus,13500,NSE_EQ,EQUITY,ES,BE,1,,ACTIVE,2026-05-18,235.35,1238,2951789,892548692,True,LOW,PASS
PFS,PTC India Financial Services,22602,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,30.25,1238,863644,25282830,True,HIGH,PASS
PGIL,Pearl Global Industries,14260,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,1599.4,1238,80675,128705112,True,HIGH,PASS
PICCADIL,Piccadily Agro Industries,757754,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,580.25,215,185932,107857352,True,MEDIUM,PASS
PITTIENG,Pitti Engineering,14134,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,919.95,1238,70816,62606067,True,HIGH,PASS
PLATIND,Platinum Industries,22930,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,225.57,542,124423,27564434,True,HIGH,PASS
PNBGILTS,PNB Gilts,8736,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,72.75,1238,977083,73877766,True,HIGH,PASS
PNCINFRA,PNC Infratech,9385,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,211.85,1238,750242,152431392,True,MEDIUM,PASS
PNGJL,PN Gadgil Jewellers,25312,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,545.25,411,294732,182125498,True,MEDIUM,PASS
POCL,Pondy Oxides & Chemical,14385,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,1537.5,791,266265,344965795,True,MEDIUM,PASS
POKARNA,Pokarna,17651,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,831.05,1238,75534,67328534,True,HIGH,PASS
POLYPLEX,Polyplex Corporation,2687,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,871.45,1238,86814,74378003,True,HIGH,PASS
POWERMECH,Power Mech Projects,10473,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,2383.8,1238,114429,248289837,True,MEDIUM,PASS
PPL,Prakash Pipes,10297,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,181.08,1238,103289,20274966,True,HIGH,PASS
PRABHA,Prabha Energy,30134,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,173.04,286,132321,21432900,True,HIGH,PASS
PRAJIND,Praj Industries,2705,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,364.7,1238,3168473,1105798699,True,LOW,PASS
PRAKASH,Prakash Industries,2708,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,147.4,1238,528408,70096769,True,HIGH,PASS
PRAMARA,Pramara Promotions,18514,NSE_EQ,EQUITY,ES,SM,500,,ACTIVE,2026-05-18,337.9,635,92700,32374166,True,HIGH,PASS
PRECAM,Precision Camshafts,12603,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,148.06,1238,912090,118735803,True,MEDIUM,PASS
PRECWIRE,Precision Wires India,2717,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,373.75,1238,930796,320612962,True,MEDIUM,PASS
PREMEXPLN,Premier Explosives,17397,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,528.1,1238,389654,193481127,True,MEDIUM,PASS
PREMIERPOL,Premier Polyfilm,10401,NSE_EQ,EQUITY,ES,BE,1,,ACTIVE,2026-05-18,50.82,1238,223208,13103727,True,HIGH,PASS
PRICOLLTD,Pricol,19631,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,553.55,1238,637522,375540940,True,MEDIUM,PASS
PRINCEPIPE,Prince Pipes & Fittings,16045,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,252.85,1238,232853,57327620,True,HIGH,PASS
PRIVISCL,Privi Speciality Chemicals,8825,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,3095.6,1238,112302,348708958,True,MEDIUM,PASS
PROSTARM,Prostarm Info Systems,758173,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,140.41,236,411201,58614071,True,HIGH,PASS
PROTEAN,Protean e-Gov Technologies,29472,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,527.05,312,394797,210576325,True,MEDIUM,PASS
PROZONER,Prozone Realty,28859,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,50.41,1238,379927,20370391,True,HIGH,PASS
PRSMJOHNSN,Prism Johnson,2739,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,126.37,1238,900669,117456017,True,MEDIUM,PASS
PSB,Punjab & Sind Bank,21001,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,23.41,1238,1938396,46622433,True,HIGH,PASS
PSPPROJECT,PSP Projects,20877,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,756.6,1238,98903,70968870,True,HIGH,PASS
PTC,PTC India,11355,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,205.3,1213,1913065,360451912,True,MEDIUM,PASS
PURVA,Puravankara,14922,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,213.08,1238,930927,199277657,True,MEDIUM,PASS
PVP,PVP Ventures,4010,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,26.89,1194,3244878,104801814,True,MEDIUM,PASS
QPOWER,Quality Power Electrical Equipments,29713,NSE_EQ,EQUITY,ES,BE,1,,ACTIVE,2026-05-18,1052.9,300,1232386,1321731928,True,LOW,PASS
QUADFUTURE,Quadrant Future Tek,29087,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,285.65,330,305231,92530455,True,HIGH,PASS
QUESS,Quess Corp,17704,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,199.79,1238,751522,159937862,True,MEDIUM,PASS
QUICKHEAL,Quick Heal Technologies,13116,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,202.43,1238,1583967,327147709,True,MEDIUM,PASS
RADHIKAJWE,Radhika Jeweltech,10343,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,55.76,948,268816,16476621,True,HIGH,PASS
RAIN,Rain Industries,15337,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,152.65,1238,5915305,827441428,True,LOW,PASS
RAJESHEXPO,Rajesh Exports,760461,NSE_EQ,EQUITY,ES,BZ,1,,ACTIVE,2026-05-18,105.64,1238,303773,33196364,True,HIGH,PASS
RAJOOENG,Rajoo Engineers,757049,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,53.92,239,851091,50823718,True,HIGH,PASS
RAJRATAN,Rajratan Global Wire,18962,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,398.4,1238,100557,40610335,True,HIGH,PASS
RALLIS,Rallis,2816,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,255.6,1238,469194,120145771,True,MEDIUM,PASS
RAMCOIND,Ramco Industries,4587,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,267.75,1238,82125,22031982,True,HIGH,PASS
RAMCOSYS,Ramco Systems,7851,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,384.7,1238,93903,38412528,True,HIGH,PASS
RAMKY,Ramky Infrastructure,20134,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,442.6,1238,598675,286417287,True,MEDIUM,PASS
RAMRAT,Ram Ratna Wires,10485,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,423.25,940,235529,91931880,True,HIGH,PASS
RANEHOLDIN,Rane Holdings,2844,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,1509.1,1238,50470,65009912,True,HIGH,PASS
RATEGAIN,RateGain Travel,7177,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,644.55,1093,356984,196075347,True,MEDIUM,PASS
RATNAMANI,Ratnamani Metals & Tubes,13451,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,2466.4,1238,54634,140368500,True,HIGH,PASS
RATNAVEER,Ratnaveer Precision Engineering,18423,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,182.48,657,2001929,324121854,True,MEDIUM,PASS
RAYMOND,Raymond,2859,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,502.55,1238,833463,374782945,True,MEDIUM,PASS
RAYMONDLSL,Raymond Lifestyle,25073,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,749.7,419,188334,150291163,True,MEDIUM,PASS
RAYMONDREL,Raymond Realty,758551,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,577.05,216,1266908,704959800,True,LOW,PASS
RBA,Restaurant Brand Asia (Burger King),1494,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,67.91,1238,2460401,157327499,True,MEDIUM,PASS
RBZJEWEL,RBZ Jewellers,20874,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,124.57,591,88661,11450764,True,HIGH,PASS
RCF,Rashtriya Chemicals & Fertilizers,2866,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,121.67,1238,3982764,494309615,True,MEDIUM,PASS
REDTAPE,Redtape,17859,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,127.18,683,393933,48239109,True,HIGH,PASS
REFEX,Refex Industries,17764,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,268.45,1238,913358,217505633,True,MEDIUM,PASS
REGAAL,Regaal Resources,758682,NSE_EQ,EQUITY,ES,BE,1,,ACTIVE,2026-05-18,74.9,182,1828334,151858907,True,MEDIUM,PASS
RELAXO,Relaxo Footwears,24225,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,287.3,1238,216330,62298833,True,HIGH,PASS
RELIGARE,Religare Enterprises,15068,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,218.0,1238,1829876,402840454,True,MEDIUM,PASS
RELTD,Ravindra Energy,24596,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,126.29,445,338182,47635079,True,HIGH,PASS
REMSONSIND,Remsons Industries,3965,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,98.89,1238,162905,16301063,True,HIGH,PASS
RENUKA,Shree Renuka Sugars,12026,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,23.15,1238,11810127,317511057,True,MEDIUM,PASS
REPCOHOME,Repco Home Finance,29598,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,384.2,1238,181817,70568315,True,HIGH,PASS
RESPONIND,Responsive Industries,20323,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,172.82,1238,276683,43671824,True,HIGH,PASS
RGL,Renaissance Jewellery,15129,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,99.74,1238,1910776,203861095,True,MEDIUM,PASS
RHETAN,Rhetan TMT,759062,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,27.11,156,3459140,90776590,True,HIGH,PASS
RICOAUTO,Rico Auto Industries,2909,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,110.56,1238,1698217,194246074,True,MEDIUM,PASS
RIIL,Reliance Industrial Infrastructure,2912,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,741.45,1238,178009,130732209,True,MEDIUM,PASS
RISHABH,Rishabh Instruments,18417,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,465.85,663,131261,61144104,True,HIGH,PASS
RITCO,Ritco Logistics,8944,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,265.56,1015,222547,49118605,True,HIGH,PASS
RMDRIP,RM Drip & Sprinklers System,757834,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,19.14,979,1898560,43006836,True,HIGH,PASS
RNBDENIMS,R&B Denims,758981,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,11.62,172,781569,12357767,True,HIGH,PASS
ROHLTD,Royal Orchid Hotels,13182,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,329.4,1238,68094,22344644,True,HIGH,PASS
ROLEXRINGS,Rolex Rings,5279,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,143.07,1183,5495416,847589917,True,LOW,PASS
ROSSARI,Rossari Biotech,19410,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,500.4,1238,247939,120499864,True,MEDIUM,PASS
ROSSTECH,Rossell Techsys,27353,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,866.3,355,119156,105359921,True,MEDIUM,PASS
ROTO,Roto Pumps,9049,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,56.65,1009,1029064,60664254,True,HIGH,PASS
ROUTE,Route Mobile,128,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,500.8,1238,465057,228646756,True,MEDIUM,PASS
RPEL,Raghav Productivity Enhancers,24735,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,858.55,438,132915,100845686,True,MEDIUM,PASS
RPGLIFE,RPG Life Sciences,16725,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,2300.8,1238,51546,115603999,True,HIGH,PASS
RPSGVENT,RPSG Ventures,8119,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,918.9,1238,1638891,1546244128,True,LOW,PASS
RPTECH,Rashi Peripherals,22670,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,516.95,557,200762,89130164,True,HIGH,PASS
RSYSTEMS,R Systems International,13414,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,277.0,1238,3134734,965767421,True,LOW,PASS
RTNINDIA,Rattan India Enterprises,27297,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,33.55,1238,3900924,120781682,True,MEDIUM,PASS
RUBICON,Rubicon Research,759316,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,997.4,143,231796,199832812,True,MEDIUM,PASS
RUBYMILLS,Ruby Mills,2939,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,225.14,1238,89264,19883210,True,HIGH,PASS
RUPA,Rupa & Company,25724,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,141.22,1238,521401,81551291,True,HIGH,PASS
RUSHIL,Rushil Decor,24595,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,15.25,1238,837714,13272264,True,HIGH,PASS
RUSTOMJEE,Keystone Realtors,12219,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,400.4,861,105821,42604848,True,HIGH,PASS
SAATVIKGL,Saatvik Green Energy,759057,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,436.3,156,201231,86898037,True,HIGH,PASS
SAFARI,Safari Industries,13035,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,1426.4,1238,82372,124691036,True,HIGH,PASS
SAFEENTP,Safe Enterprises Retail Fixtures,757583,NSE_EQ,EQUITY,ES,SM,500,,ACTIVE,2026-05-18,253.0,218,71590,16666440,True,HIGH,PASS
SAGCEM,Sagar Cements,14068,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,175.57,1238,111161,19469061,True,HIGH,PASS
SAHASRA,Sahasra Electronic Solutions,25671,NSE_EQ,EQUITY,ES,ST,400,,ACTIVE,2026-05-18,335.95,399,57872,15181138,True,HIGH,PASS
SAKAR,Sakar Healthcare,9539,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,779.95,1238,169863,105323343,True,MEDIUM,PASS
SAKSOFT,Saksoft,11794,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,133.26,1238,314083,41783571,True,HIGH,PASS
SALZERELEC,Salzer Electronics,11399,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,683.95,1238,91381,58093093,True,HIGH,PASS
SAMBHV,Sambhv Steel Tubes,757767,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,106.78,215,1732850,194716212,True,MEDIUM,PASS
SAMHI,Samhi Hotels,18614,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,143.7,655,1173145,174714046,True,MEDIUM,PASS
SANDHAR,Sandhar Technologies,2397,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,513.55,1238,104058,51671572,True,HIGH,PASS
SANDUMA,Sandur Manganese & Iron Ores,18359,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,220.39,666,2242674,482216185,True,MEDIUM,PASS
SANGAMIND,Sangam,4184,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,485.4,1238,51236,26372639,True,HIGH,PASS
SANGHVIMOV,Sanghvi Movers,14058,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,307.75,1238,323802,90230001,True,HIGH,PASS
SANSERA,Sansera Engineering,5751,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,2392.5,1150,215628,498326274,True,MEDIUM,PASS
SANSTAR,Sanstar,24582,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,109.36,447,418356,39578382,True,HIGH,PASS
